CodDpt,LibDpt,CodCirElec,LibCirElec,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand
01,Ain,0101,1ère circonscription,1,LAHY,Éric,M.,EXG,Extrême gauche
01,Ain,0101,1ère circonscription,2,MAÎTRE,Christophe,M.,RN,Rassemblement National
01,Ain,0101,1ère circonscription,3,BRETON,Xavier,M.,LR,Les Républicains
01,Ain,0101,1ère circonscription,4,GUERAUD,Sébastien,M.,UG,Union de la gauche
01,Ain,0101,1ère circonscription,5,VINCENT,Cyril,M.,DSV,Droite souverainiste
01,Ain,0101,1ère circonscription,6,MENDES,Michael,M.,DSV,Droite souverainiste
01,Ain,0101,1ère circonscription,7,GUILLERMIN,Vincent,M.,ENS,Ensemble ! (Majorité présidentielle)
01,Ain,0102,2ème circonscription,1,KOTARAC,Andréa,M.,RN,Rassemblement National
01,Ain,0102,2ème circonscription,2,DAUBIÉ,Romain,M.,DVC,Divers centre
01,Ain,0102,2ème circonscription,3,EYRAUD,Olivier,M.,EXD,Extrême droite
01,Ain,0102,2ème circonscription,4,GOUTAGNY,Vincent,M.,EXG,Extrême gauche
01,Ain,0102,2ème circonscription,5,MEYER,Maxime,M.,UG,Union de la gauche
01,Ain,0102,2ème circonscription,6,NANCHI,Alexandre,M.,LR,Les Républicains
01,Ain,0103,3ème circonscription,1,GIVERNET,Olga,Mme,ENS,Ensemble ! (Majorité présidentielle)
01,Ain,0103,3ème circonscription,2,JOLIE,Christian,M.,UG,Union de la gauche
01,Ain,0103,3ème circonscription,3,VEILLEROT,Annick,Mme,DSV,Droite souverainiste
01,Ain,0103,3ème circonscription,4,MAISONNETTE,Cécile,Mme,EXG,Extrême gauche
01,Ain,0103,3ème circonscription,5,UNAL,Khadija,Mme,LR,Les Républicains
01,Ain,0103,3ème circonscription,6,DUBARRY,Karine,Mme,RN,Rassemblement National
01,Ain,0103,3ème circonscription,7,TONIZZO,Sofia,Mme,DIV,Divers
01,Ain,0103,3ème circonscription,8,KOUASSI,Fulgence,M.,DIV,Divers
01,Ain,0104,4ème circonscription,1,LIOTIER,Charline,Mme,UG,Union de la gauche
01,Ain,0104,4ème circonscription,2,BRESSON,Yannick,M.,DIV,Divers
01,Ain,0104,4ème circonscription,3,NICAUD,Jérémy,M.,DIV,Divers
01,Ain,0104,4ème circonscription,4,COUSSON,Sylvain,M.,EXG,Extrême gauche
01,Ain,0104,4ème circonscription,5,COQUELET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle)
01,Ain,0104,4ème circonscription,6,BUISSON,Jérôme,M.,RN,Rassemblement National
01,Ain,0104,4ème circonscription,7,BILLOUDET,Guy,M.,LR,Les Républicains
01,Ain,0105,5ème circonscription,1,CHATELARD,Thomas,M.,ECO,Ecologistes
01,Ain,0105,5ème circonscription,2,CROZET,Sylvie,Mme,EXG,Extrême gauche
01,Ain,0105,5ème circonscription,3,BOURDIN,Fabrice,M.,LR,Les Républicains
01,Ain,0105,5ème circonscription,4,PISANI,Florence,Mme,UG,Union de la gauche
01,Ain,0105,5ème circonscription,5,ABAD,Damien,M.,DVD,Divers droite
01,Ain,0105,5ème circonscription,6,DESCOURS,Nathalie,Mme,ENS,Ensemble ! (Majorité présidentielle)
01,Ain,0105,5ème circonscription,7,PATRU,Maria Cristina,Mme,REC,Reconquête !
01,Ain,0105,5ème circonscription,8,CHAVENT,Marc,M.,UXD,Union de l'extrême droite
02,Aisne,0201,1ère circonscription,1,CULIOLI,Charles,M.,UG,Union de la gauche
02,Aisne,0201,1ère circonscription,2,TRÉGUIER,Philippe,M.,REC,Reconquête !
02,Aisne,0201,1ère circonscription,3,BOUFFLET,Matthieu Léon,M.,DIV,Divers
02,Aisne,0201,1ère circonscription,4,DRAGON,Nicolas,M.,RN,Rassemblement National
02,Aisne,0201,1ère circonscription,5,PERNELLE,Jean-Loup,M.,EXG,Extrême gauche
02,Aisne,0201,1ère circonscription,6,DELAVENNE,Damien,M.,ENS,Ensemble ! (Majorité présidentielle)
02,Aisne,0202,2ème circonscription,1,DIVE,Julien,M.,LR,Les Républicains
02,Aisne,0202,2ème circonscription,2,BÉCOURT,Corinne,Mme,EXG,Extrême gauche
02,Aisne,0202,2ème circonscription,3,DUJANCOURT,Anne-Sophie,Mme,UG,Union de la gauche
02,Aisne,0202,2ème circonscription,4,ZANDITÉNAS,Anne-Catherine,Mme,EXG,Extrême gauche
02,Aisne,0202,2ème circonscription,5,TORRE,Philippe,M.,RN,Rassemblement National
02,Aisne,0202,2ème circonscription,6,KACZMAREK,Didier,M.,REC,Reconquête !
02,Aisne,0203,3ème circonscription,1,FOURNIER,Anne-Marie,Mme,REC,Reconquête !
02,Aisne,0203,3ème circonscription,2,CRÉON,Damien,M.,DSV,Droite souverainiste
02,Aisne,0203,3ème circonscription,3,BRICOUT,Jean-Louis,M.,DVG,Divers gauche
02,Aisne,0203,3ème circonscription,4,VOISIN,Laetitia,Mme,EXG,Extrême gauche
02,Aisne,0203,3ème circonscription,5,CASTERMAN,Eddy,M.,EXD,Extrême droite
02,Aisne,0204,4ème circonscription,1,PRIÉ,Lola,Mme,UG,Union de la gauche
02,Aisne,0204,4ème circonscription,2,MAURICE,Benjamin,M.,ENS,Ensemble ! (Majorité présidentielle)
02,Aisne,0204,4ème circonscription,3,BEAURAIN,José,M.,RN,Rassemblement National
02,Aisne,0204,4ème circonscription,4,BOUILLAGUET,Flora,Mme,EXG,Extrême gauche
02,Aisne,0204,4ème circonscription,5,GOUJARD,Philippe,M.,EXD,Extrême droite
02,Aisne,0205,5ème circonscription,1,DESSIGNY,Jocelyn,M.,RN,Rassemblement National
02,Aisne,0205,5ème circonscription,2,GILQUIN,Jade,Mme,LR,Les Républicains
02,Aisne,0205,5ème circonscription,3,BELAÏD,Karim,M.,UG,Union de la gauche
02,Aisne,0205,5ème circonscription,4,ROUSSEL,Jeanne,Mme,ENS,Ensemble ! (Majorité présidentielle)
02,Aisne,0205,5ème circonscription,5,MERBOUCHE,Yona,Mme,EXG,Extrême gauche
03,Allier,0301,1ère circonscription,1,AGEZ,Blandine,Mme,REC,Reconquête !
03,Allier,0301,1ère circonscription,2,MONNET,Yannick,M.,UG,Union de la gauche
03,Allier,0301,1ère circonscription,3,GUILLAUMIN,Jean-Marie,M.,UDI,Union des Démocrates et Indépendants
03,Allier,0301,1ère circonscription,4,COLLOT,Jean-Marc,M.,EXG,Extrême gauche
03,Allier,0301,1ère circonscription,5,LARZAT,Stephane,M.,ENS,Ensemble ! (Majorité présidentielle)
03,Allier,0301,1ère circonscription,6,BARDET,Alexandra,Mme,LR,Les Républicains
03,Allier,0301,1ère circonscription,7,THÈS,Anne-Marie,Mme,RN,Rassemblement National
03,Allier,0302,2ème circonscription,1,BOVET,Jorys,M.,RN,Rassemblement National
03,Allier,0302,2ème circonscription,2,LEFEBVRE,Romain,M.,LR,Les Républicains
03,Allier,0302,2ème circonscription,3,HERITIER,Louise,Mme,UG,Union de la gauche
03,Allier,0302,2ème circonscription,4,GONÇALVES,Alice,Mme,REC,Reconquête !
03,Allier,0302,2ème circonscription,5,ROUSSEAUX,Nicolas,M.,DVD,Divers droite
03,Allier,0302,2ème circonscription,6,VANCEUNEBROCK,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
03,Allier,0302,2ème circonscription,7,LEBEL,Bernard,M.,EXG,Extrême gauche
03,Allier,0303,3ème circonscription,1,RAY,Nicolas,M.,LR,Les Républicains
03,Allier,0303,3ème circonscription,2,QUENEY,Rémy,M.,RN,Rassemblement National
03,Allier,0303,3ème circonscription,3,RAMEAU,Jean-François,M.,EXG,Extrême gauche
03,Allier,0303,3ème circonscription,4,JEUDI,Aline,Mme,UG,Union de la gauche
04,Alpes-de-Haute-Provence,0401,1ère circonscription,1,LAKHLEF TSALAMLAL,Nadia,Mme,UDI,Union des Démocrates et Indépendants
04,Alpes-de-Haute-Provence,0401,1ère circonscription,2,RAPONI,Sandra,Mme,LR,Les Républicains
04,Alpes-de-Haute-Provence,0401,1ère circonscription,3,ROS,Annabel,Mme,EXG,Extrême gauche
04,Alpes-de-Haute-Provence,0401,1ère circonscription,4,CAMPART,Patricia,Mme,REC,Reconquête !
04,Alpes-de-Haute-Provence,0401,1ère circonscription,5,GIRARD,Christian,M.,RN,Rassemblement National
04,Alpes-de-Haute-Provence,0401,1ère circonscription,6,BLANC,Felix,M.,UG,Union de la gauche
04,Alpes-de-Haute-Provence,0401,1ère circonscription,7,GAUVAN,Benoit,M.,ENS,Ensemble ! (Majorité présidentielle)
04,Alpes-de-Haute-Provence,0402,2ème circonscription,1,REYNAUD,Loan,M.,DVD,Divers droite
04,Alpes-de-Haute-Provence,0402,2ème circonscription,2,VAGINAY,Sophie,Mme,UXD,Union de l'extrême droite
04,Alpes-de-Haute-Provence,0402,2ème circonscription,3,CYVOCT,Henri,M.,EXG,Extrême gauche
04,Alpes-de-Haute-Provence,0402,2ème circonscription,4,WALTER,Léo,M.,UG,Union de la gauche
04,Alpes-de-Haute-Provence,0402,2ème circonscription,5,BLANC,Dominique,Mme,ENS,Ensemble ! (Majorité présidentielle)
04,Alpes-de-Haute-Provence,0402,2ème circonscription,6,CADENEL,Myriam,Mme,REC,Reconquête !
05,Hautes-Alpes,0501,1ère circonscription,1,SAINTE-MARIE,Jérôme,M.,RN,Rassemblement National
05,Hautes-Alpes,0501,1ère circonscription,2,BOYER,Pascale,Mme,ENS,Ensemble ! (Majorité présidentielle)
05,Hautes-Alpes,0501,1ère circonscription,3,ALLEMAND,Marie-José,Mme,UG,Union de la gauche
05,Hautes-Alpes,0501,1ère circonscription,4,BUISSON,Véronique,Mme,EXG,Extrême gauche
05,Hautes-Alpes,0501,1ère circonscription,5,DEININGER,Dorian,M.,LR,Les Républicains
05,Hautes-Alpes,0502,2ème circonscription,1,GUIGNARD,Boris,M.,EXG,Extrême gauche
05,Hautes-Alpes,0502,2ème circonscription,2,FINE,Sébastien,M.,ENS,Ensemble ! (Majorité présidentielle)
05,Hautes-Alpes,0502,2ème circonscription,3,ROSSI,Valérie,Mme,UG,Union de la gauche
05,Hautes-Alpes,0502,2ème circonscription,4,MONDAIN,Johann,M.,DIV,Divers
05,Hautes-Alpes,0502,2ème circonscription,5,ALBRAND,Louis,M.,RN,Rassemblement National
06,Alpes-Maritimes,0601,1ère circonscription,1,SALERNO,Olivier,M.,UG,Union de la gauche
06,Alpes-Maritimes,0601,1ère circonscription,2,BOVIS,Maxime,M.,DIV,Divers
06,Alpes-Maritimes,0601,1ère circonscription,3,BEN MOULAY,Lalla Chama,Mme,ECO,Ecologistes
06,Alpes-Maritimes,0601,1ère circonscription,4,MONETTI,Graig,M.,ENS,Ensemble ! (Majorité présidentielle)
06,Alpes-Maritimes,0601,1ère circonscription,5,LANGOUET,Alain,M.,EXG,Extrême gauche
06,Alpes-Maritimes,0601,1ère circonscription,6,SPACH,Jean-Claude Wahid,M.,REG,Régionaliste
06,Alpes-Maritimes,0601,1ère circonscription,7,CIOTTI,Eric,M.,UXD,Union de l'extrême droite
06,Alpes-Maritimes,0601,1ère circonscription,8,VANIER-GUÉRIN,Virgile,M.,LR,Les Républicains
06,Alpes-Maritimes,0602,2ème circonscription,1,TONNERRE,Leïla,Mme,UG,Union de la gauche
06,Alpes-Maritimes,0602,2ème circonscription,2,VARRONE,David,M.,ENS,Ensemble ! (Majorité présidentielle)
06,Alpes-Maritimes,0602,2ème circonscription,3,PORET-RINCK,Indiana,Mme,EXD,Extrême droite
06,Alpes-Maritimes,0602,2ème circonscription,4,IMBERT,Florent,M.,EXG,Extrême gauche
06,Alpes-Maritimes,0602,2ème circonscription,5,MIRAN,Patrice,M.,ECO,Ecologistes
06,Alpes-Maritimes,0602,2ème circonscription,6,DARAGON,Simon,M.,LR,Les Républicains
06,Alpes-Maritimes,0602,2ème circonscription,7,TIVOLI,Lionel,M.,RN,Rassemblement National
06,Alpes-Maritimes,0603,3ème circonscription,1,JAQUET,Estelle,Mme,EXG,Extrême gauche
06,Alpes-Maritimes,0603,3ème circonscription,2,DELHEZ,Thibault,M.,DSV,Droite souverainiste
06,Alpes-Maritimes,0603,3ème circonscription,3,QUIGNARD,Laure,Mme,UG,Union de la gauche
06,Alpes-Maritimes,0603,3ème circonscription,4,CHAIX,Bernard,M.,UXD,Union de l'extrême droite
06,Alpes-Maritimes,0603,3ème circonscription,5,PRADAL,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
06,Alpes-Maritimes,0603,3ème circonscription,6,CAUSSIN,Marie Françoise,Mme,ECO,Ecologistes
06,Alpes-Maritimes,0603,3ème circonscription,7,VIVO,Marjorie,Mme,ECO,Ecologistes
06,Alpes-Maritimes,0604,4ème circonscription,1,MASSON,Alexandra,Mme,RN,Rassemblement National
06,Alpes-Maritimes,0604,4ème circonscription,2,BEYL,Christine,Mme,ECO,Ecologistes
06,Alpes-Maritimes,0604,4ème circonscription,3,GUEDON,Anne-Pascale,Mme,ENS,Ensemble ! (Majorité présidentielle)
06,Alpes-Maritimes,0604,4ème circonscription,4,MARKIEL,Joseph,M.,EXG,Extrême gauche
06,Alpes-Maritimes,0604,4ème circonscription,5,PARENT,Virginie,Mme,UG,Union de la gauche
06,Alpes-Maritimes,0605,5ème circonscription,1,NOFRI,Gaël,M.,ENS,Ensemble ! (Majorité présidentielle)
06,Alpes-Maritimes,0605,5ème circonscription,2,D'INTORNI,Christelle,Mme,UXD,Union de l'extrême droite
06,Alpes-Maritimes,0605,5ème circonscription,3,BENOIT,Patrice,M.,DIV,Divers
06,Alpes-Maritimes,0605,5ème circonscription,4,DECOUPIGNY,Fabrice,M.,UG,Union de la gauche
06,Alpes-Maritimes,0605,5ème circonscription,5,BENKEMOUN,Agnès,Mme,EXG,Extrême gauche
06,Alpes-Maritimes,0605,5ème circonscription,6,HVIDSTEN,Axel,M.,ECO,Ecologistes
06,Alpes-Maritimes,0606,6ème circonscription,1,BARTOLI,Daniele,Mme,EXG,Extrême gauche
06,Alpes-Maritimes,0606,6ème circonscription,2,MAZZELLA,Nicole,Mme,UG,Union de la gauche
06,Alpes-Maritimes,0606,6ème circonscription,3,MASSON,Bryan,M.,RN,Rassemblement National
06,Alpes-Maritimes,0606,6ème circonscription,4,TRASTOUR-ISNART,Laurence,Mme,LR,Les Républicains
06,Alpes-Maritimes,0606,6ème circonscription,5,PIACENTINI,Pierre,M.,ECO,Ecologistes
06,Alpes-Maritimes,0607,7ème circonscription,1,FERRAND,Thierry,M.,RN,Rassemblement National
06,Alpes-Maritimes,0607,7ème circonscription,2,DEWASMES,Enzo,M.,DIV,Divers
06,Alpes-Maritimes,0607,7ème circonscription,3,ABRAVANEL,Aline,Mme,ENS,Ensemble ! (Majorité présidentielle)
06,Alpes-Maritimes,0607,7ème circonscription,4,PETARD,Christian,M.,EXG,Extrême gauche
06,Alpes-Maritimes,0607,7ème circonscription,5,ZBIROU,Marylin,Mme,ECO,Ecologistes
06,Alpes-Maritimes,0607,7ème circonscription,6,PAUGET,Eric,M.,LR,Les Républicains
06,Alpes-Maritimes,0607,7ème circonscription,7,MEYER-ABBATUCCI,Arthur,M.,UG,Union de la gauche
06,Alpes-Maritimes,0607,7ème circonscription,8,QUINTELA,David,M.,REC,Reconquête !
06,Alpes-Maritimes,0608,8ème circonscription,1,LANDERER,Dorette,Mme,RN,Rassemblement National
06,Alpes-Maritimes,0608,8ème circonscription,2,MARTIN,Alexandra,Mme,LR,Les Républicains
06,Alpes-Maritimes,0608,8ème circonscription,3,CASTRO DEMARIA,Mike,M.,ENS,Ensemble ! (Majorité présidentielle)
06,Alpes-Maritimes,0608,8ème circonscription,4,NEUTZLER,Christophe,M.,DIV,Divers
06,Alpes-Maritimes,0608,8ème circonscription,5,PEREIRA,Marie-José,Mme,EXG,Extrême gauche
06,Alpes-Maritimes,0608,8ème circonscription,6,SOUDANT,Lucia,Mme,UG,Union de la gauche
06,Alpes-Maritimes,0608,8ème circonscription,7,ITTY,Anne,Mme,ECO,Ecologistes
06,Alpes-Maritimes,0609,9ème circonscription,1,GALBERT,Franck,M.,RN,Rassemblement National
06,Alpes-Maritimes,0609,9ème circonscription,2,PALMERS,Henriette,Mme,ECO,Ecologistes
06,Alpes-Maritimes,0609,9ème circonscription,3,TABAROT,Michèle,Mme,LR,Les Républicains
06,Alpes-Maritimes,0609,9ème circonscription,4,LIENHARDT,Sylvain,M.,EXD,Extrême droite
06,Alpes-Maritimes,0609,9ème circonscription,5,PÉCOUT,Liliane,Mme,EXG,Extrême gauche
06,Alpes-Maritimes,0609,9ème circonscription,6,GARCIA ABIA,José,M.,UG,Union de la gauche
07,Ardèche,0701,1ère circonscription,1,DORNE,Thierry,M.,DSV,Droite souverainiste
07,Ardèche,0701,1ère circonscription,2,PORQUET,Céline,Mme,RN,Rassemblement National
07,Ardèche,0701,1ère circonscription,3,GINEYS,Séverine,Mme,ENS,Ensemble ! (Majorité présidentielle)
07,Ardèche,0701,1ère circonscription,4,CHAMBONNET,Pascal,M.,EXG,Extrême gauche
07,Ardèche,0701,1ère circonscription,5,VANDER DONCKT,Muriel,Mme,EXG,Extrême gauche
07,Ardèche,0701,1ère circonscription,6,SAULIGNAC,Hervé,M.,UG,Union de la gauche
07,Ardèche,0701,1ère circonscription,7,CHAIX,Marie-Pierre,Mme,LR,Les Républicains
07,Ardèche,0701,1ère circonscription,8,LECLERC,Maryse,Mme,REC,Reconquête !
07,Ardèche,0702,2ème circonscription,1,RITZ,Jacky,M.,DSV,Droite souverainiste
07,Ardèche,0702,2ème circonscription,2,HEYDEL GRILLERE,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
07,Ardèche,0702,2ème circonscription,3,VALLON,Jean-Paul,M.,DVD,Divers droite
07,Ardèche,0702,2ème circonscription,4,VICTORY,Michèle,Mme,UG,Union de la gauche
07,Ardèche,0702,2ème circonscription,5,TREBUCHET,Vincent,M.,UXD,Union de l'extrême droite
07,Ardèche,0702,2ème circonscription,6,NODIN,Rémy,M.,DIV,Divers
07,Ardèche,0702,2ème circonscription,7,MONTREYNAUD,Gérard,M.,REC,Reconquête !
07,Ardèche,0702,2ème circonscription,8,JULIEN,Gérard,M.,DIV,Divers
07,Ardèche,0702,2ème circonscription,9,GAILLARD,Michèle,Mme,EXG,Extrême gauche
07,Ardèche,0703,3ème circonscription,1,FAURE,Alexandre,M.,EXG,Extrême gauche
07,Ardèche,0703,3ème circonscription,2,ZAGUEDOUN-REYNAUD,Félix,M.,DIV,Divers
07,Ardèche,0703,3ème circonscription,3,BONNETAIN,Quentin,M.,ENS,Ensemble ! (Majorité présidentielle)
07,Ardèche,0703,3ème circonscription,4,PALLOT,Florence,Mme,UG,Union de la gauche
07,Ardèche,0703,3ème circonscription,5,BRUN,Fabrice,M.,DVD,Divers droite
07,Ardèche,0703,3ème circonscription,6,TOUZET,Laurent,M.,REG,Régionaliste
07,Ardèche,0703,3ème circonscription,7,MARCHISIO,Christophe,M.,EXG,Extrême gauche
07,Ardèche,0703,3ème circonscription,8,GRANGIER,Cyrille,M.,RN,Rassemblement National
07,Ardèche,0703,3ème circonscription,9,MARCESSE,Jacques,M.,REC,Reconquête !
08,Ardennes,0801,1ère circonscription,1,OCTAVE,Nadia,Mme,EXG,Extrême gauche
08,Ardennes,0801,1ère circonscription,2,RENNESSON,Arnaud,M.,DIV,Divers
08,Ardennes,0801,1ère circonscription,3,TERMET,Flavien,M.,RN,Rassemblement National
08,Ardennes,0801,1ère circonscription,4,CHARVET,Christian,M.,EXD,Extrême droite
08,Ardennes,0801,1ère circonscription,5,D'ORGEVILLE,Sonia,Mme,ECO,Ecologistes
08,Ardennes,0801,1ère circonscription,6,MISSET,Sabine,Mme,LR,Les Républicains
08,Ardennes,0801,1ère circonscription,7,LEROUGE,Damien,M.,UG,Union de la gauche
08,Ardennes,0801,1ère circonscription,8,VUIBERT,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle)
08,Ardennes,0802,2ème circonscription,1,BENYOUCEF,Patrick,M.,EXG,Extrême gauche
08,Ardennes,0802,2ème circonscription,2,TAKAWE,Mink,Mme,EXG,Extrême gauche
08,Ardennes,0802,2ème circonscription,3,MESTER,Pauline,Mme,RN,Rassemblement National
08,Ardennes,0802,2ème circonscription,4,MATHOT,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
08,Ardennes,0802,2ème circonscription,5,LOYEZ,Gilles,M.,UG,Union de la gauche
08,Ardennes,0802,2ème circonscription,6,CORDIER,Pierre,M.,DVD,Divers droite
08,Ardennes,0803,3ème circonscription,1,AUGIER,Laure,Mme,EXG,Extrême gauche
08,Ardennes,0803,3ème circonscription,2,WARSMANN,Jean-Luc,M.,DVC,Divers centre
08,Ardennes,0803,3ème circonscription,3,ROGER,Isabelle,Mme,RN,Rassemblement National
08,Ardennes,0803,3ème circonscription,4,PERRIN,Sophie,Mme,UG,Union de la gauche
09,Ariège,0901,1ère circonscription,1,GARNIER,Jean-Marc,M.,RN,Rassemblement National
09,Ariège,0901,1ère circonscription,2,MASCETTI,Pascal,M.,REC,Reconquête !
09,Ariège,0901,1ère circonscription,3,LAPEYRE,Gisèle,Mme,EXG,Extrême gauche
09,Ariège,0901,1ère circonscription,4,FROGER,Martine,Mme,UG,Union de la gauche
09,Ariège,0902,2ème circonscription,1,DE KERIMEL,Yann,M.,DVD,Divers droite
09,Ariège,0902,2ème circonscription,2,TESTARD,Théodora,Mme,EXG,Extrême gauche
09,Ariège,0902,2ème circonscription,3,TARRIEUX-ANTRANIKIAN,Alexandra,Mme,REC,Reconquête !
09,Ariège,0902,2ème circonscription,4,ALOZY,Michèle,Mme,RN,Rassemblement National
09,Ariège,0902,2ème circonscription,5,PANIFOUS,Laurent,M.,UG,Union de la gauche
10,Aube,1001,1ère circonscription,1,GUITTON,Jordan,M.,RN,Rassemblement National
10,Aube,1001,1ère circonscription,2,MANIERI-BIGORGNE,Chris,M.,LR,Les Républicains
10,Aube,1001,1ère circonscription,3,BARRY,Alice,Mme,UG,Union de la gauche
10,Aube,1001,1ère circonscription,4,PAILLARD,Lionel,M.,EXG,Extrême gauche
10,Aube,1001,1ère circonscription,5,BEURY,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
10,Aube,1002,2ème circonscription,1,SEBBARI,Samira,Mme,UG,Union de la gauche
10,Aube,1002,2ème circonscription,2,FONTAINE-GARCIA,Salomé,Mme,ENS,Ensemble ! (Majorité présidentielle)
10,Aube,1002,2ème circonscription,3,BAZIN-MALGRAS,Valérie,Mme,LR,Les Républicains
10,Aube,1002,2ème circonscription,4,VALLÉE,Romain,M.,EXG,Extrême gauche
10,Aube,1002,2ème circonscription,5,FERRAND,Albéric,M.,RN,Rassemblement National
10,Aube,1003,3ème circonscription,1,GIRARDIN,Olivier,M.,UG,Union de la gauche
10,Aube,1003,3ème circonscription,2,RICHARD,Olivier,M.,DVD,Divers droite
10,Aube,1003,3ème circonscription,3,RANC,Angélique,Mme,RN,Rassemblement National
10,Aube,1003,3ème circonscription,4,LEPRINCE,Didier,M.,LR,Les Républicains
10,Aube,1003,3ème circonscription,5,SCHERRER,Luc,M.,ENS,Ensemble ! (Majorité présidentielle)
10,Aube,1003,3ème circonscription,6,ANDRIEUX,Pascal,M.,EXG,Extrême gauche
10,Aube,1003,3ème circonscription,7,COLLOT-TOUZÉ,Nelly,Mme,ECO,Ecologistes
11,Aude,1101,1ère circonscription,1,PEREZ,Jean-Claude,M.,ENS,Ensemble ! (Majorité présidentielle)
11,Aude,1101,1ère circonscription,2,TURCHETTO,Aurélien,M.,DVG,Divers gauche
11,Aude,1101,1ère circonscription,3,GADRAT,Nicole,Mme,EXG,Extrême gauche
11,Aude,1101,1ère circonscription,4,COFFINET,Fabrice,M.,REC,Reconquête !
11,Aude,1101,1ère circonscription,5,MARIN,Jean-Marc,M.,LR,Les Républicains
11,Aude,1101,1ère circonscription,6,AMALRIC,Laure-Nelly,Mme,DVC,Divers centre
11,Aude,1101,1ère circonscription,7,FERRÉ,Monique,Mme,REG,Régionaliste
11,Aude,1101,1ère circonscription,8,BARTHÈS,Christophe,M.,RN,Rassemblement National
11,Aude,1101,1ère circonscription,9,POUTOU,Philippe,M.,UG,Union de la gauche
11,Aude,1102,2ème circonscription,1,BREYTON,Christine,Mme,ENS,Ensemble ! (Majorité présidentielle)
11,Aude,1102,2ème circonscription,2,LENFANT,Gérard,M.,DIV,Divers
11,Aude,1102,2ème circonscription,3,BRUN,Alain,M.,DVD,Divers droite
11,Aude,1102,2ème circonscription,4,GRAU,Nicole,Mme,REG,Régionaliste
11,Aude,1102,2ème circonscription,5,FALCON,Frédéric,M.,RN,Rassemblement National
11,Aude,1102,2ème circonscription,6,VIGIER,Annette,Mme,EXG,Extrême gauche
11,Aude,1102,2ème circonscription,7,PEYRE,Alain,M.,REC,Reconquête !
11,Aude,1102,2ème circonscription,8,THIVENT,Viviane,Mme,UG,Union de la gauche
11,Aude,1103,3ème circonscription,1,GALONNIER,Dominique,M.,EXG,Extrême gauche
11,Aude,1103,3ème circonscription,2,CHAMPION,Christine,Mme,UDI,Union des Démocrates et Indépendants
11,Aude,1103,3ème circonscription,3,ANDRIEU,Philippe,M.,UG,Union de la gauche
11,Aude,1103,3ème circonscription,4,BIANCO,Bernard,M.,DIV,Divers
11,Aude,1103,3ème circonscription,5,RANCOULE,Julien,M.,RN,Rassemblement National
11,Aude,1103,3ème circonscription,6,SOREL-LESTIN,Sylvie,Mme,ENS,Ensemble ! (Majorité présidentielle)
11,Aude,1103,3ème circonscription,7,MARTEEL,Nathalie,Mme,REC,Reconquête !
11,Aude,1103,3ème circonscription,8,LECLERC,Jean-François,M.,LR,Les Républicains
12,Aveyron,1201,1ère circonscription,1,THEBAULT,Léon,M.,UG,Union de la gauche
12,Aveyron,1201,1ère circonscription,2,MAZARS,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle)
12,Aveyron,1201,1ère circonscription,3,DA CRUZ,Antoine,M.,DVD,Divers droite
12,Aveyron,1201,1ère circonscription,4,SAINT-AVIT,Arlette,Mme,EXG,Extrême gauche
12,Aveyron,1201,1ère circonscription,5,CHARTIER,Jean-Philippe,M.,RN,Rassemblement National
12,Aveyron,1202,2ème circonscription,1,PAROLIN,Marie-Christine,Mme,RN,Rassemblement National
12,Aveyron,1202,2ème circonscription,2,ALEXANDRE,Laurent,M.,UG,Union de la gauche
12,Aveyron,1202,2ème circonscription,3,ARMET,Jean-Philippe,M.,DSV,Droite souverainiste
12,Aveyron,1202,2ème circonscription,4,EL HEDRI,Lucile,Mme,EXG,Extrême gauche
12,Aveyron,1202,2ème circonscription,5,DEGUARA,Samuel,M.,ENS,Ensemble ! (Majorité présidentielle)
12,Aveyron,1203,3ème circonscription,1,BOUIGUE,Richard,M.,UG,Union de la gauche
12,Aveyron,1203,3ème circonscription,2,ROUSSET,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle)
12,Aveyron,1203,3ème circonscription,3,COMBES,Bernard,M.,EXG,Extrême gauche
12,Aveyron,1203,3ème circonscription,4,NOEL,Thierry,M.,ECO,Ecologistes
12,Aveyron,1203,3ème circonscription,5,FEVRE,Pierre-Antoine,M.,UXD,Union de l'extrême droite
13,Bouches-du-Rhône,1301,1ère circonscription,1,LÉCORCHÉ,Pascaline,Mme,UG,Union de la gauche
13,Bouches-du-Rhône,1301,1ère circonscription,2,GRISETI,Monique,Mme,RN,Rassemblement National
13,Bouches-du-Rhône,1301,1ère circonscription,3,AGRESTI-ROUBACHE,Sabrina,Mme,ENS,Ensemble ! (Majorité présidentielle)
13,Bouches-du-Rhône,1301,1ère circonscription,4,CARAVELLAZI,Céline,Mme,DSV,Droite souverainiste
