CodDpt,LibDpt,CodCirElec,LibCirElec,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand
31,Haute-Garonne,3110,10ème circonscription,5,UBEDA,François,M.,LR,Les Républicains
31,Haute-Garonne,3110,10ème circonscription,6,SOUCHE,Lucile,Mme,EXG,Extrême gauche
31,Haute-Garonne,3110,10ème circonscription,7,BOURGEADE,Adrien,M.,ECO,Ecologistes
31,Haute-Garonne,3110,10ème circonscription,8,OBERTI,Jacques,M.,UG,Union de la gauche
31,Haute-Garonne,3110,10ème circonscription,9,GRESLE,Romain,M.,REC,Reconquête !
31,Haute-Garonne,3110,10ème circonscription,10,FAURE,Dominique,Mme,ENS,Ensemble ! (Majorité présidentielle)
32,Gers,3201,1ère circonscription,1,CAZENEUVE,Jean-René,M.,ENS,Ensemble ! (Majorité présidentielle)
32,Gers,3201,1ère circonscription,2,LEVIEUX,Pascal,M.,UG,Union de la gauche
32,Gers,3201,1ère circonscription,3,CHARETON,Jean-Louis,M.,EXG,Extrême gauche
32,Gers,3201,1ère circonscription,4,AYMES,Adrien,M.,REG,Régionaliste
32,Gers,3201,1ère circonscription,5,CAZES,Aurore,Mme,REC,Reconquête !
32,Gers,3201,1ère circonscription,6,YELMA,Jean-Luc,M.,RN,Rassemblement National
32,Gers,3201,1ère circonscription,7,BOUDAUD ANDUAGA,Alexis,M.,ECO,Ecologistes
32,Gers,3201,1ère circonscription,8,LARRÉ,Ludovic,M.,REG,Régionaliste
32,Gers,3202,2ème circonscription,1,CENDRÉ,Alice,Mme,RN,Rassemblement National
32,Gers,3202,2ème circonscription,2,DAVEZAC,Jean-Luc,M.,REG,Régionaliste
32,Gers,3202,2ème circonscription,3,TAUPIAC,David,M.,DVG,Divers gauche
32,Gers,3202,2ème circonscription,4,LAZORAT,Abla,Mme,REG,Régionaliste
32,Gers,3202,2ème circonscription,5,MARTIN,Michèle,Mme,EXG,Extrême gauche
32,Gers,3202,2ème circonscription,6,NETO,Barbara,Mme,LR,Les Républicains
32,Gers,3202,2ème circonscription,7,ARNAUDY,Martine,Mme,REC,Reconquête !
33,Gironde,3301,1ère circonscription,1,CAZENAVE,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3301,1ère circonscription,2,POMAREL,Béatrice,Mme,DVC,Divers centre
33,Gironde,3301,1ère circonscription,3,TOURNAY,Virginie,Mme,REC,Reconquête !
33,Gironde,3301,1ère circonscription,4,PALUTEAU,Bruno,M.,RN,Rassemblement National
33,Gironde,3301,1ère circonscription,5,PAPIN,Céline,Mme,UG,Union de la gauche
33,Gironde,3301,1ère circonscription,6,QUANDALLE,Fanny,Mme,EXG,Extrême gauche
33,Gironde,3302,2ème circonscription,1,DUPONT,Guy,M.,EXG,Extrême gauche
33,Gironde,3302,2ème circonscription,2,ERRERA,Christine,Mme,LR,Les Républicains
33,Gironde,3302,2ème circonscription,3,FOURNIER,Flavie,Mme,RN,Rassemblement National
33,Gironde,3302,2ème circonscription,4,THIERRY,Nicolas,M.,UG,Union de la gauche
33,Gironde,3302,2ème circonscription,5,IVA,Yanis,M.,EXD,Extrême droite
33,Gironde,3302,2ème circonscription,6,JURAMY,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3302,2ème circonscription,7,PIJOAN,David,M.,EXG,Extrême gauche
33,Gironde,3303,3ème circonscription,1,SAVINO,Flora,Mme,DVG,Divers gauche
33,Gironde,3303,3ème circonscription,2,MINVIELLE-LARROUSSE,Nathan,M.,EXG,Extrême gauche
33,Gironde,3303,3ème circonscription,3,ARY,Ariane,Mme,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3303,3ème circonscription,4,GIRAUD-GIRARD,Johan,M.,DIV,Divers
33,Gironde,3303,3ème circonscription,5,BASTERES,Maryvonne,Mme,RN,Rassemblement National
33,Gironde,3303,3ème circonscription,6,GULDNER,Jacques,M.,EXG,Extrême gauche
33,Gironde,3303,3ème circonscription,7,TOUZANI,Yacine,M.,DIV,Divers
33,Gironde,3303,3ème circonscription,8,DOUMENGE,Cyrille,M.,REC,Reconquête !
33,Gironde,3303,3ème circonscription,9,PRUD'HOMME,Loïc,M.,UG,Union de la gauche
33,Gironde,3304,4ème circonscription,1,MORETTI,Fabrice,M.,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3304,4ème circonscription,2,BRIVARY,Anne-Isabelle,Mme,EXG,Extrême gauche
33,Gironde,3304,4ème circonscription,3,DAVID,Alain,M.,UG,Union de la gauche
33,Gironde,3304,4ème circonscription,4,RECHAGNEUX,Julie,Mme,RN,Rassemblement National
33,Gironde,3304,4ème circonscription,5,LAMBERT,Jérôme,M.,LR,Les Républicains
33,Gironde,3305,5ème circonscription,1,DE FOURNAS,Grégoire,M.,RN,Rassemblement National
33,Gironde,3305,5ème circonscription,2,TOUSSAINT,Laurent,M.,DVD,Divers droite
33,Gironde,3305,5ème circonscription,3,SENCE,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3305,5ème circonscription,4,SIMIAN,Benoït,M.,DVC,Divers centre
33,Gironde,3305,5ème circonscription,5,GOT,Pascale,Mme,UG,Union de la gauche
33,Gironde,3305,5ème circonscription,6,FAGEGALTIER,Thierry,M.,EXG,Extrême gauche
33,Gironde,3306,6ème circonscription,1,FLORIT,Joanthan,M.,ECO,Ecologistes
33,Gironde,3306,6ème circonscription,2,BOURLIEUX,Jimmy,M.,RN,Rassemblement National
33,Gironde,3306,6ème circonscription,3,PERCHET,Guillaume,M.,EXG,Extrême gauche
33,Gironde,3306,6ème circonscription,4,BONHOMME,Franck,M.,DVC,Divers centre
33,Gironde,3306,6ème circonscription,5,POULLIAT,Eric,M.,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3306,6ème circonscription,6,DESTOUESSE,Nicole,Mme,REC,Reconquête !
33,Gironde,3306,6ème circonscription,7,RECALDE,Marie,Mme,UG,Union de la gauche
33,Gironde,3307,7ème circonscription,1,NAVEYS--DUMAS,Clémence,Mme,RN,Rassemblement National
33,Gironde,3307,7ème circonscription,2,COTTON,Christelle,Mme,DVC,Divers centre
33,Gironde,3307,7ème circonscription,3,SAINT-PASTEUR,Sébastien,M.,UG,Union de la gauche
33,Gironde,3307,7ème circonscription,4,COUILLARD,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3307,7ème circonscription,5,ORATTO,Monique,Mme,EXG,Extrême gauche
33,Gironde,3307,7ème circonscription,6,DE WITTE,Dominique,M.,REC,Reconquête !
33,Gironde,3307,7ème circonscription,7,THIAM,Ousmane,M.,ECO,Ecologistes
33,Gironde,3308,8ème circonscription,1,FAURE,Marylène,Mme,UG,Union de la gauche
33,Gironde,3308,8ème circonscription,2,MORIN,Marc,M.,LR,Les Républicains
33,Gironde,3308,8ème circonscription,3,CARIES,Marie-Christine,Mme,REC,Reconquête !
33,Gironde,3308,8ème circonscription,4,BLUT,Céline,Mme,DIV,Divers
33,Gironde,3308,8ème circonscription,5,LAMARA,Laurent,M.,RN,Rassemblement National
33,Gironde,3308,8ème circonscription,6,PANONACLE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3308,8ème circonscription,7,COSTE,Rémy,M.,EXG,Extrême gauche
33,Gironde,3309,9ème circonscription,1,METTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3309,9ème circonscription,2,DELCAMP,Jean-Philippe,M.,EXG,Extrême gauche
33,Gironde,3309,9ème circonscription,3,MARTINEZ,Corinne,Mme,UG,Union de la gauche
33,Gironde,3309,9ème circonscription,4,MANTEL,Sylvie,Mme,REC,Reconquête !
33,Gironde,3309,9ème circonscription,5,MARQUES,François-Xavier,M.,EXD,Extrême droite
33,Gironde,3310,10ème circonscription,1,HALBIN,Hélène,Mme,EXG,Extrême gauche
33,Gironde,3310,10ème circonscription,2,BOUDIÉ,Florent,M.,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3310,10ème circonscription,3,BOURGOIS,Pascal,M.,UG,Union de la gauche
33,Gironde,3310,10ème circonscription,4,CHADOURNE,Sandrine,Mme,RN,Rassemblement National
33,Gironde,3311,11ème circonscription,1,FONSECA,Célia,Mme,UG,Union de la gauche
33,Gironde,3311,11ème circonscription,2,DIAZ,Edwige,Mme,RN,Rassemblement National
33,Gironde,3311,11ème circonscription,3,AHMIMOU,Zina,Mme,EXG,Extrême gauche
33,Gironde,3311,11ème circonscription,4,HAMMERER,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3312,12ème circonscription,1,LAVIN,Richard,M.,EXG,Extrême gauche
33,Gironde,3312,12ème circonscription,2,LAVERGNE,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle)
33,Gironde,3312,12ème circonscription,3,FELD,Mathilde,Mme,UG,Union de la gauche
33,Gironde,3312,12ème circonscription,4,BERTHONNEAU,Rémy,M.,RN,Rassemblement National
33,Gironde,3312,12ème circonscription,5,LANDETE,Gabriel,M.,DVD,Divers droite
34,Hérault,3401,1ère circonscription,1,OLIVA,Josyan,M.,UXD,Union de l'extrême droite
34,Hérault,3401,1ère circonscription,2,LACHIVER,Morgane,Mme,EXG,Extrême gauche
34,Hérault,3401,1ère circonscription,3,ROUMEGAS,Jean-Louis,M.,UG,Union de la gauche
34,Hérault,3401,1ère circonscription,4,ARGUEL,Alexandre,M.,REC,Reconquête !
34,Hérault,3401,1ère circonscription,5,CHAVEROCHE,Eric,M.,LR,Les Républicains
34,Hérault,3401,1ère circonscription,6,MIRALLES,Patricia,Mme,ENS,Ensemble ! (Majorité présidentielle)
34,Hérault,3401,1ère circonscription,7,LÉVY,Stéphanie,Mme,DVD,Divers droite
34,Hérault,3402,2ème circonscription,1,LEBOON,Hugo,M.,DIV,Divers
34,Hérault,3402,2ème circonscription,2,LE STUM,Robert,M.,ENS,Ensemble ! (Majorité présidentielle)
34,Hérault,3402,2ème circonscription,3,MICHEL,Didier,M.,EXG,Extrême gauche
34,Hérault,3402,2ème circonscription,4,BOYER,Christelle,Mme,UDI,Union des Démocrates et Indépendants
34,Hérault,3402,2ème circonscription,5,OZIOL,Nathalie,Mme,UG,Union de la gauche
34,Hérault,3402,2ème circonscription,6,HOUÉE,Sandra,Mme,LR,Les Républicains
34,Hérault,3402,2ème circonscription,7,MANGANO,Flavia,Mme,RN,Rassemblement National
34,Hérault,3403,3ème circonscription,1,DALMAU,Flavio,M.,ECO,Ecologistes
34,Hérault,3403,3ème circonscription,2,DOMBRE-COSTE,Fanny,Mme,UG,Union de la gauche
34,Hérault,3403,3ème circonscription,3,GACHON,Serge,M.,EXG,Extrême gauche
34,Hérault,3403,3ème circonscription,4,CRISTOL,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
34,Hérault,3403,3ème circonscription,5,SEGURA,Babeth,Mme,REC,Reconquête !
34,Hérault,3403,3ème circonscription,6,TROISE,Lauriane,Mme,RN,Rassemblement National
34,Hérault,3404,4ème circonscription,1,BOUQUIN,Manon,Mme,RN,Rassemblement National
34,Hérault,3404,4ème circonscription,2,LARUE,Florence,Mme,EXG,Extrême gauche
34,Hérault,3404,4ème circonscription,3,ELIAOU,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle)
34,Hérault,3404,4ème circonscription,4,SIMON,Bleuette,Mme,REC,Reconquête !
34,Hérault,3404,4ème circonscription,5,ROME,Sébastien,M.,UG,Union de la gauche
34,Hérault,3405,5ème circonscription,1,GROUSSARD,Rémy,M.,DIV,Divers
34,Hérault,3405,5ème circonscription,2,BOURRIE,Lilian,M.,REC,Reconquête !
34,Hérault,3405,5ème circonscription,3,HUPPÉ,Philippe,M.,ENS,Ensemble ! (Majorité présidentielle)
34,Hérault,3405,5ème circonscription,4,CHESNARD,Véronique,Mme,EXG,Extrême gauche
34,Hérault,3405,5ème circonscription,5,GALZY,Stéphanie,Mme,RN,Rassemblement National
34,Hérault,3405,5ème circonscription,6,MANENC,Aurélien,M.,UG,Union de la gauche
34,Hérault,3406,6ème circonscription,1,GILHODES,Laurent,M.,EXG,Extrême gauche
34,Hérault,3406,6ème circonscription,2,DAUDÉ-ALLAOUI,Sarah Fatima,Mme,ENS,Ensemble ! (Majorité présidentielle)
34,Hérault,3406,6ème circonscription,3,MÉNARD,Emmanuelle,Mme,DVD,Divers droite
34,Hérault,3406,6ème circonscription,4,GABARRON,Julien,M.,RN,Rassemblement National
34,Hérault,3406,6ème circonscription,5,CROZIER,Magali,Mme,UG,Union de la gauche
34,Hérault,3407,7ème circonscription,1,GIZARDIN,Jocelyne,Mme,ENS,Ensemble ! (Majorité présidentielle)
34,Hérault,3407,7ème circonscription,2,LOPEZ-LIGUORI,Aurélien,M.,RN,Rassemblement National
34,Hérault,3407,7ème circonscription,3,PILAUDEAU,Daniel,M.,EXG,Extrême gauche
34,Hérault,3407,7ème circonscription,4,BLASCO,Gabriel,M.,UG,Union de la gauche
34,Hérault,3408,8ème circonscription,1,BOUALLAGA,Sabria,Mme,ECO,Ecologistes
34,Hérault,3408,8ème circonscription,2,CARRIERE,Sylvain,M.,UG,Union de la gauche
34,Hérault,3408,8ème circonscription,3,AUTIER,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle)
34,Hérault,3408,8ème circonscription,4,DELAPIERRE,Cédric,M.,RN,Rassemblement National
34,Hérault,3408,8ème circonscription,5,DUBUS,Bérangère,Mme,DVD,Divers droite
34,Hérault,3408,8ème circonscription,6,GARNIER,Thomas,M.,EXG,Extrême gauche
34,Hérault,3409,9ème circonscription,1,BOCCADIFUOCO,Patrice,M.,DVD,Divers droite
34,Hérault,3409,9ème circonscription,2,VISTE,William,M.,DVD,Divers droite
34,Hérault,3409,9ème circonscription,3,PEIRO,Nathalie,Mme,EXG,Extrême gauche
34,Hérault,3409,9ème circonscription,4,VIGNAL,Patrick,M.,ENS,Ensemble ! (Majorité présidentielle)
34,Hérault,3409,9ème circonscription,5,LALY,Géry,M.,DVD,Divers droite
34,Hérault,3409,9ème circonscription,6,BORT,Frédéric,M.,REC,Reconquête !
34,Hérault,3409,9ème circonscription,7,BELAOUNI,Nadia,Mme,UG,Union de la gauche
34,Hérault,3409,9ème circonscription,8,BELIN,Anthony,M.,DVD,Divers droite
34,Hérault,3409,9ème circonscription,9,ALLONCLE,Charles,M.,UXD,Union de l'extrême droite
35,Ille-et-Vilaine,3501,1ère circonscription,1,MESMEUR,Marie,Mme,UG,Union de la gauche
35,Ille-et-Vilaine,3501,1ère circonscription,2,VASQUEZ,Rosa,Mme,DVG,Divers gauche
35,Ille-et-Vilaine,3501,1ère circonscription,3,LE GALL,Joëlle,Mme,LR,Les Républicains
35,Ille-et-Vilaine,3501,1ère circonscription,4,MATHIEU,Frédéric,M.,DVG,Divers gauche
35,Ille-et-Vilaine,3501,1ère circonscription,5,BOUCHER,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle)
35,Ille-et-Vilaine,3501,1ère circonscription,6,HAMON,Valérie,Mme,EXG,Extrême gauche
35,Ille-et-Vilaine,3501,1ère circonscription,7,REY DU BOISSIEU,Jeanne,Mme,RN,Rassemblement National
35,Ille-et-Vilaine,3501,1ère circonscription,8,GIRARD,Sébastien,M.,REG,Régionaliste
35,Ille-et-Vilaine,3502,2ème circonscription,1,DEFRANCE,Florence,Mme,EXG,Extrême gauche
35,Ille-et-Vilaine,3502,2ème circonscription,2,DECOURCELLE,Christophe,M.,LR,Les Républicains
35,Ille-et-Vilaine,3502,2ème circonscription,3,MAILLART-MÉHAIGNERIE,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle)
35,Ille-et-Vilaine,3502,2ème circonscription,4,VANHAECKE,Bérénice,Mme,RN,Rassemblement National
35,Ille-et-Vilaine,3502,2ème circonscription,5,LAHAIS,Tristan,M.,UG,Union de la gauche
35,Ille-et-Vilaine,3502,2ème circonscription,6,HANNE,Olivier,M.,ECO,Ecologistes
35,Ille-et-Vilaine,3503,3ème circonscription,1,D'ORSANNE,Virginie,Mme,RN,Rassemblement National
35,Ille-et-Vilaine,3503,3ème circonscription,2,FAILLÉ,Charlotte,Mme,ENS,Ensemble ! (Majorité présidentielle)
35,Ille-et-Vilaine,3503,3ème circonscription,3,AMISSE,Jean-Louis,M.,EXG,Extrême gauche
35,Ille-et-Vilaine,3503,3ème circonscription,4,ROUAUX,Claudia,Mme,UG,Union de la gauche
35,Ille-et-Vilaine,3503,3ème circonscription,5,GUIHARD,Mathieu,M.,REG,Régionaliste
35,Ille-et-Vilaine,3503,3ème circonscription,6,ROULET,Victor,M.,DVD,Divers droite
35,Ille-et-Vilaine,3504,4ème circonscription,1,HUBERT,Sophie,Mme,DSV,Droite souverainiste
35,Ille-et-Vilaine,3504,4ème circonscription,2,CHIRAZI,Sandra,Mme,EXG,Extrême gauche
35,Ille-et-Vilaine,3504,4ème circonscription,3,FRANÇOIS,Jacques,M.,RN,Rassemblement National
35,Ille-et-Vilaine,3504,4ème circonscription,4,HIGNET,Mathilde,Mme,UG,Union de la gauche
35,Ille-et-Vilaine,3504,4ème circonscription,5,GILBERT,Jeremy,M.,LR,Les Républicains
35,Ille-et-Vilaine,3504,4ème circonscription,6,PATAULT,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle)
35,Ille-et-Vilaine,3505,5ème circonscription,1,RENAULT,Gilles,M.,UG,Union de la gauche
35,Ille-et-Vilaine,3505,5ème circonscription,2,JARNY,Christelle,Mme,EXG,Extrême gauche
35,Ille-et-Vilaine,3505,5ème circonscription,3,GILOIS,Françoise,Mme,RN,Rassemblement National
35,Ille-et-Vilaine,3505,5ème circonscription,4,LE NABOUR,Christine,Mme,ENS,Ensemble ! (Majorité présidentielle)
35,Ille-et-Vilaine,3506,6ème circonscription,1,HUBERT,Ludovic,M.,EXG,Extrême gauche
35,Ille-et-Vilaine,3506,6ème circonscription,2,LAFAYE,Elsa,Mme,UG,Union de la gauche
35,Ille-et-Vilaine,3506,6ème circonscription,3,MARION,Tangi,M.,RN,Rassemblement National
35,Ille-et-Vilaine,3506,6ème circonscription,4,DE STAËRCK,Gilliatt,M.,DVG,Divers gauche
35,Ille-et-Vilaine,3506,6ème circonscription,5,BENOIT,Thierry,M.,ENS,Ensemble ! (Majorité présidentielle)
35,Ille-et-Vilaine,3506,6ème circonscription,6,THEVENET,Pascal,M.,DVC,Divers centre
35,Ille-et-Vilaine,3507,7ème circonscription,1,LEMOINE,Dylan,M.,RN,Rassemblement National
35,Ille-et-Vilaine,3507,7ème circonscription,2,BOURGEAUX,Jean-Luc,M.,DVD,Divers droite
35,Ille-et-Vilaine,3507,7ème circonscription,3,FICHET,Christophe,M.,DVC,Divers centre
35,Ille-et-Vilaine,3507,7ème circonscription,4,GUIVARC'H,Nicolas,M.,UG,Union de la gauche
35,Ille-et-Vilaine,3507,7ème circonscription,5,DESCOTTES,Edouard,M.,EXG,Extrême gauche
35,Ille-et-Vilaine,3508,8ème circonscription,1,CHAMPALAUNE,Camille,M.,ECO,Ecologistes
35,Ille-et-Vilaine,3508,8ème circonscription,2,BOULOUX,Mickaël,M.,UG,Union de la gauche
35,Ille-et-Vilaine,3508,8ème circonscription,3,GARGAM,Mahé,M.,LR,Les Républicains
35,Ille-et-Vilaine,3508,8ème circonscription,4,LUCCO,Kellie,Mme,RN,Rassemblement National
35,Ille-et-Vilaine,3508,8ème circonscription,5,MAUZE,Hermine,Mme,ENS,Ensemble ! (Majorité présidentielle)
35,Ille-et-Vilaine,3508,8ème circonscription,6,EGRON,Maël,M.,REG,Régionaliste
35,Ille-et-Vilaine,3508,8ème circonscription,7,LUCAS,Fabrice,M.,EXG,Extrême gauche
36,Indre,3601,1ère circonscription,1,GONZALEZ,Eloïse,Mme,UG,Union de la gauche
36,Indre,3601,1ère circonscription,2,GELINAUD,Véronique,Mme,EXG,Extrême gauche
36,Indre,3601,1ère circonscription,3,TRUSCH,Marie-Odile,Mme,REC,Reconquête !
36,Indre,3601,1ère circonscription,4,JOLIVET,François,M.,ENS,Ensemble ! (Majorité présidentielle)
36,Indre,3601,1ère circonscription,5,WUNSCH,Mylène,Mme,RN,Rassemblement National
36,Indre,3602,2ème circonscription,1,SCHWARZ,Pierre,M.,DIV,Divers
36,Indre,3602,2ème circonscription,2,SAPIN,Clément,M.,UG,Union de la gauche
36,Indre,3602,2ème circonscription,3,MERCIER,Damien,M.,EXG,Extrême gauche
36,Indre,3602,2ème circonscription,4,FORISSIER,Nicolas,M.,LR,Les Républicains
36,Indre,3602,2ème circonscription,5,SIFFERT,Marc,M.,UXD,Union de l'extrême droite
37,Indre-et-Loire,3701,1ère circonscription,1,JOUHANNAUD,Thomas,M.,EXG,Extrême gauche
37,Indre-et-Loire,3701,1ère circonscription,2,GARBAY,Lisa,Mme,RN,Rassemblement National
37,Indre-et-Loire,3701,1ère circonscription,3,OSSART,Arnaud,M.,REC,Reconquête !
37,Indre-et-Loire,3701,1ère circonscription,4,PIERRE,Benoist,M.,ENS,Ensemble ! (Majorité présidentielle)
37,Indre-et-Loire,3701,1ère circonscription,5,DAYAN,Alain,M.,DVG,Divers gauche
37,Indre-et-Loire,3701,1ère circonscription,6,FOURNIER,Charles,M.,UG,Union de la gauche
37,Indre-et-Loire,3701,1ère circonscription,7,JANER,Lucas,M.,LR,Les Républicains
37,Indre-et-Loire,3702,2ème circonscription,1,LABARONNE,Daniel,M.,ENS,Ensemble ! (Majorité présidentielle)
37,Indre-et-Loire,3702,2ème circonscription,2,GOBERT,Christelle,Mme,UG,Union de la gauche
37,Indre-et-Loire,3702,2ème circonscription,3,FOUGERON,Corine,Mme,RN,Rassemblement National
37,Indre-et-Loire,3702,2ème circonscription,4,SAINTIGNAN,Philippe,M.,REC,Reconquête !
37,Indre-et-Loire,3702,2ème circonscription,5,BRUNET,Anne,Mme,EXG,Extrême gauche
37,Indre-et-Loire,3702,2ème circonscription,6,MAINTIER,Maxime,M.,LR,Les Républicains
37,Indre-et-Loire,3703,3ème circonscription,1,LEGENDRE,Christophe,M.,EXG,Extrême gauche
37,Indre-et-Loire,3703,3ème circonscription,2,ALFANDARI,Henri,M.,ENS,Ensemble ! (Majorité présidentielle)
37,Indre-et-Loire,3703,3ème circonscription,3,FRANÇOIS,Emmanuel,M.,DIV,Divers
37,Indre-et-Loire,3703,3ème circonscription,4,BOURIN,Xavier,M.,REC,Reconquête !
37,Indre-et-Loire,3703,3ème circonscription,5,ROBIN,Jules,M.,UXD,Union de l'extrême droite
37,Indre-et-Loire,3703,3ème circonscription,6,BRIMOU,Amin,M.,DIV,Divers
37,Indre-et-Loire,3703,3ème circonscription,7,BARBIER,Sandra,Mme,UG,Union de la gauche
37,Indre-et-Loire,3704,4ème circonscription,1,COLBOC,Fabienne,Mme,ENS,Ensemble ! (Majorité présidentielle)
37,Indre-et-Loire,3704,4ème circonscription,2,GARDEAU,Kévin,M.,EXG,Extrême gauche
37,Indre-et-Loire,3704,4ème circonscription,3,LAGRÉE,Sophie,Mme,LR,Les Républicains
37,Indre-et-Loire,3704,4ème circonscription,4,BAUMEL,Laurent,M.,UG,Union de la gauche
37,Indre-et-Loire,3704,4ème circonscription,5,BELLANGER,Jean-François,M.,RN,Rassemblement National
37,Indre-et-Loire,3705,5ème circonscription,1,BILLON,David,M.,REC,Reconquête !
37,Indre-et-Loire,3705,5ème circonscription,2,BALES,Constance,Mme,LR,Les Républicains
37,Indre-et-Loire,3705,5ème circonscription,3,DELARUE,Christine,Mme,EXG,Extrême gauche
37,Indre-et-Loire,3705,5ème circonscription,4,DUCAMP,François,M.,RN,Rassemblement National
37,Indre-et-Loire,3705,5ème circonscription,5,COCCIA,Marina,Mme,UG,Union de la gauche
37,Indre-et-Loire,3705,5ème circonscription,6,THILLAYE,Sabine,Mme,ENS,Ensemble ! (Majorité présidentielle)
38,Isère,3801,1ère circonscription,1,BÉRANGER,Nathalie,Mme,LR,Les Républicains
38,Isère,3801,1ère circonscription,2,ADAM,Rémi,M.,EXG,Extrême gauche
38,Isère,3801,1ère circonscription,3,LACROIX,Alexandre,M.,UXD,Union de l'extrême droite
38,Isère,3801,1ère circonscription,4,PREVOST,Hugo,M.,UG,Union de la gauche
38,Isère,3801,1ère circonscription,5,VÉRAN,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle)
38,Isère,3802,2ème circonscription,1,CHATELAIN,Cyrielle,Mme,UG,Union de la gauche
38,Isère,3802,2ème circonscription,2,CARRIÈRE,Louve,Mme,ENS,Ensemble ! (Majorité présidentielle)
38,Isère,3802,2ème circonscription,3,GOMEZ,Chantal,Mme,EXG,Extrême gauche
38,Isère,3802,2ème circonscription,4,LAFEUILLE,Bruno,M.,REC,Reconquête !
38,Isère,3802,2ème circonscription,5,ROBERT,Edouard,M.,RN,Rassemblement National
38,Isère,3802,2ème circonscription,6,DE CARVALHO,Raphaele,Mme,LR,Les Républicains
38,Isère,3803,3ème circonscription,1,BENHAROUGA,M'Hamed,M.,UDI,Union des Démocrates et Indépendants
38,Isère,3803,3ème circonscription,2,GEMMANI,Stéphane,M.,DVG,Divers gauche
38,Isère,3803,3ème circonscription,3,MARTIN,Élisa,Mme,UG,Union de la gauche
38,Isère,3803,3ème circonscription,4,CHALAS,Émilie,Mme,ENS,Ensemble ! (Majorité présidentielle)
38,Isère,3803,3ème circonscription,5,BRUN,Catherine,Mme,EXG,Extrême gauche
38,Isère,3803,3ème circonscription,6,LE FOURN,Samuel,M.,EXG,Extrême gauche
38,Isère,3803,3ème circonscription,7,DUPRÉ,Christel,Mme,RN,Rassemblement National
38,Isère,3803,3ème circonscription,8,BOUBEKER,Khemisti,M.,DVG,Divers gauche
38,Isère,3803,3ème circonscription,9,FASSION,Isabelle,Mme,REC,Reconquête !
38,Isère,3803,3ème circonscription,10,ANGLADE,Baptiste,M.,EXG,Extrême gauche
38,Isère,3803,3ème circonscription,11,CLOT,Louiliam,M.,ECO,Ecologistes
38,Isère,3803,3ème circonscription,12,GENEVOIS,Coline,Mme,LR,Les Républicains
38,Isère,3804,4ème circonscription,1,BABUT,David,M.,REC,Reconquête !
38,Isère,3804,4ème circonscription,2,MALANDRINO,Anne-Marie,Mme,UXD,Union de l'extrême droite
38,Isère,3804,4ème circonscription,3,DE CARO,Evelyne,Mme,ENS,Ensemble ! (Majorité présidentielle)
38,Isère,3804,4ème circonscription,4,ZIEGLER,Alain,M.,EXG,Extrême gauche
38,Isère,3804,4ème circonscription,5,VEYRET,Alexandra,Mme,LR,Les Républicains
38,Isère,3804,4ème circonscription,6,BATTISTEL,Marie-Noëlle,Mme,UG,Union de la gauche
38,Isère,3805,5ème circonscription,1,IORDANOFF,Jérémie,M.,UG,Union de la gauche
38,Isère,3805,5ème circonscription,2,ESCARON,Dominique,M.,DVC,Divers centre
38,Isère,3805,5ème circonscription,3,COLAS-ROY,Jean-Charles,M.,ENS,Ensemble ! (Majorité présidentielle)
38,Isère,3805,5ème circonscription,4,TULIPE,Christine,Mme,EXG,Extrême gauche
38,Isère,3805,5ème circonscription,5,GARRIGOS,Philippe,M.,DSV,Droite souverainiste
38,Isère,3805,5ème circonscription,6,LACROUTS,Béatrice,Mme,REC,Reconquête !
38,Isère,3805,5ème circonscription,7,SCHREIBER,Frédérique,Mme,RN,Rassemblement National
38,Isère,3806,6ème circonscription,1,MOTIN,Cendra,Mme,ENS,Ensemble ! (Majorité présidentielle)
38,Isère,3806,6ème circonscription,2,JOLLY,Alexis,M.,RN,Rassemblement National
38,Isère,3806,6ème circonscription,3,FABRE,Pierre,M.,EXG,Extrême gauche
38,Isère,3806,6ème circonscription,4,POURTIER,Annie,Mme,LR,Les Républicains
38,Isère,3806,6ème circonscription,5,GOMEZ,Denise,Mme,EXG,Extrême gauche
